Rowid,Country,State lgd code,State,District lgd code,District,Year,Households that applied for a job card,Job cards issued,Job cards issued for scheduled caste,Job cards issued for scheduled tribes,Job cards issued for non scheduled tribes or scheduled caste,Households that demanded work,Persons who demanded work,Households that were allotted work,Persons that were allotted work,Muster rolls filled,Households that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Persons that worked under mahatma gandhi national rural employment guarantee act (mgnrega),Households that reached a 100 day limit,Persons with disability,Non scheduled tribes or scheduled caste houeholds that worked,Total person days worked by non scheduled tribes or scheduled caste persons.,Scheduled caste houeholds that worked,Total person days worked scheduled caste persons,Scheduled tribe houeholds that worked,Total person days worked scheduled tribe persons,Households that worked on land reform or indira awas yojana,Total person days worked by women,Total person days,Scheduled caste households that reached a 100 day limit,Scheduled tribe households that reached a 100 day limit,Labour expenditure that has been disbursed,Material expenditure that has been disbursed,Labour expenditure both disbursed and pending,Material expenditure both disbursed and pending,Amount sanctioned,Works under mahatma gandhi national rural employment guarantee act (mgnrega),Total bank accounts,Individual bank accounts,Joint bank accounts,Amount disbursed to bank accounts,Post office accounts,Individual post office accounts,Joint post office accounts,Amount disbursed to post office accounts
3898,India,20,Jharkhand,334,Koderma,2018-19,82058,76763,9720,1036,66007,38565,48420,38542,48390,30246,29886,35996,726,97,26550,1248134,2971,132158,365,17372,235,675182,1397664,40,12,2320.620,1411.220,2345.710,1420.530,3701617.130,70108,81424,80743,681,216517738,4601,4324,277,0
3899,India,20,Jharkhand,334,Koderma,2019-20,90485,85593,10556,1191,73846,40806,49883,40768,49833,28976,32238,38260,379,92,28999,1355112,2835,129457,404,19177,0,765231,1503746,0,0,2543.480,1089.660,2551.830,1090.980,142302.690,87685,110447,109512,935,244997838,4385,4131,254,0
3900,India,20,Jharkhand,334,Koderma,2020-21,133051,112190,12950,1625,97615,76944,94014,76921,93981,59880,55219,64199,1742,104,49087,2339602,5237,223611,895,47868,0,1272577,2611081,0,0,5061.980,1870.180,5075.770,2033.450,148950.470,191053,112026,111074,952,493389648,4396,4143,253,0
3901,India,20,Jharkhand,335,Latehar,2011-12,141800,140332,23868,53390,63074,70381,149595,70385,149599,72870,70071,148733,4876,133,29815,1577380,12515,665915,27741,1391398,12,1553534,3634693,905,1943,4549.750,1460.370,4549.750,1461.030,2640884.990,52847,14919,7417,7502,37565294,131363,74467,56896,389291994
3902,India,20,Jharkhand,335,Latehar,2012-13,146260,143984,24382,54243,65359,69852,148210,69847,148202,80091,69660,147655,9942,122,30788,1838200,12646,763956,26226,1528056,10,1813665,4130212,1990,3737,4944.580,2154.600,4951.490,2155.740,4644847.050,56532,19350,13355,5995,49449904,113972,64675,49297,354320021
3903,India,20,Jharkhand,335,Latehar,2013-14,127624,125008,21825,48279,54904,56679,109309,56679,109317,48020,55025,105518,3368,110,23187,1060422,10339,483116,21499,881688,26,1004354,2425226,749,1211,2938.900,1053.380,3094.070,1060.850,14514106.180,41561,19918,15950,3968,24608118,87659,57811,29848,143006475
3904,India,20,Jharkhand,335,Latehar,2014-15,110197,108018,18740,42185,47093,54635,97214,54633,97202,44336,50937,90141,3029,200,21634,910536,9056,400493,20247,792994,31,850669,2104023,610,1058,3189.490,1090.550,3491.250,1124.640,12451381.470,64057,29016,24385,4631,56836164,84075,56321,27754,187514928
3905,India,20,Jharkhand,335,Latehar,2015-16,117582,112841,19320,43854,49667,57104,95878,57097,95841,71073,53466,88294,12189,573,23482,1511777,9310,609079,20674,1283975,49,1429646,3404831,2210,4496,4839.680,1829.500,5003.290,1913.130,11559754.800,101793,115413,114575,838,377005772,20840,14780,6060,24300
3906,India,20,Jharkhand,335,Latehar,2016-17,138164,123964,20587,46358,57019,82157,134731,82127,134682,79316,73544,116145,1397,475,33554,1498650,12285,551873,27705,1220618,179,1385422,3271141,234,494,5576.060,2368.550,5994.820,2540.890,10002421.160,176620,108375,107716,659,348257528,14408,10652,3756,57418
3907,India,20,Jharkhand,335,Latehar,2017-18,134852,118847,19822,42123,56902,67218,91787,67217,91786,70026,56280,72952,1407,476,27841,1100392,9095,356783,19344,706667,476,880784,2163842,278,380,3614.480,1172.550,3733.640,1365.690,2229206.580,178270,123632,122767,865,314952658,14041,10414,3627,14766
3908,India,20,Jharkhand,335,Latehar,2018-19,152038,134079,22008,45478,66593,63191,83781,63194,83788,65934,49585,62384,451,367,26097,1007967,8282,325142,15206,534768,870,773350,1867877,101,150,3130.820,1989.680,3162.590,2022.090,49310.940,193232,144363,143341,1022,298458895,13553,10085,3468,0
3909,India,20,Jharkhand,335,Latehar,2019-20,172003,153508,24672,49890,78946,75316,98006,75294,97985,102744,64269,80095,996,342,35151,1654877,10113,473415,19005,834371,0,1275543,2962663,0,0,5032.980,2206.320,5075.280,2220.540,31164.970,220533,187284,185836,1448,488673241,12890,9622,3268,0
3910,India,20,Jharkhand,335,Latehar,2020-21,209774,178973,26948,56365,95660,121444,156765,121444,156767,183893,100871,122931,4444,419,58039,3094909,14195,752189,28637,1385684,0,2275249,5232782,0,0,10011.110,2395.450,10098.280,2944.210,42158.760,415209,190328,188832,1496,984027079,12863,9606,3257,0
3911,India,20,Jharkhand,336,Lohardaga,2011-12,70439,70435,3037,44692,22706,34235,71583,34235,71585,20721,34147,71289,1763,98,9102,391018,1462,58613,23583,974156,46,615643,1423787,64,1164,1720.730,1320.530,1721.270,1320.530,11901006.580,40953,8922,2801,6121,22181076,52893,18675,34218,140935713
3912,India,20,Jharkhand,336,Lohardaga,2012-13,70597,70546,3044,44948,22554,28845,56849,28845,56850,15549,28080,55065,1159,81,6887,223827,1263,45494,19930,693026,43,413334,962347,59,838,1154.220,926.850,1163.550,933.460,17410429.410,44350,25273,16535,8738,41206798,42555,18743,23812,58575588
3913,India,20,Jharkhand,336,Lohardaga,2013-14,68266,68182,3027,43812,21343,27213,49330,27213,49329,15771,25641,45546,1411,212,6895,277591,1161,43159,17585,671290,24,411716,992040,56,886,1351.330,1137.620,1362.780,1141.010,15488222.740,41129,35450,23326,12124,69601045,38712,16888,21824,52068228
3914,India,20,Jharkhand,336,Lohardaga,2014-15,68723,68723,3027,44102,21594,30001,51085,29999,51082,16662,28007,46773,1643,177,6794,224365,1198,46587,20015,744082,44,419121,1015034,111,1220,1581.150,906.210,1589.610,906.340,10284777.190,35262,39381,27579,11802,98383388,36071,16395,19676,45810672
3915,India,20,Jharkhand,336,Lohardaga,2015-16,69224,69224,3034,44417,21773,28704,47729,28701,47720,19363,26507,43140,2879,124,5871,239814,1072,50823,19564,912333,51,507478,1202970,146,2199,1930.960,1161.290,1938.230,1162.970,6335579.190,32861,76249,72645,3604,166823619,21557,11365,10192,5931996
3916,India,20,Jharkhand,336,Lohardaga,2016-17,72580,72577,3136,45964,23477,37260,68377,37260,68377,27700,32791,53566,1089,172,8638,332119,1489,59350,22664,876744,48,575728,1268213,47,744,2105.110,1024.910,2115.990,1026.150,3675999.760,64915,86824,84996,1828,183563146,18285,9955,8330,11690
3917,India,20,Jharkhand,336,Lohardaga,2017-18,72845,72692,3124,45614,23954,35039,58521,35037,58519,39704,29319,43933,1076,140,9219,367194,1332,50836,18768,673198,67,510708,1091228,49,622,1832.850,561.250,1839.920,571.900,126044.370,70785,93520,91619,1901,175357823,17765,9835,7930,0
3918,India,20,Jharkhand,336,Lohardaga,2018-19,74411,73912,3178,46230,24504,28508,44834,28510,44838,43064,25532,37148,855,116,7923,321135,1207,48329,16402,659431,107,487610,1028895,34,550,1736.780,871.720,1739.910,886.510,122955.840,70187,98843,97591,1252,171605586,17367,9738,7629,0
3919,India,20,Jharkhand,336,Lohardaga,2019-20,76350,75665,3239,47108,25318,24159,38971,24159,38970,50583,20830,30654,730,104,6669,275242,1005,38760,13156,516404,0,383261,830406,0,0,1415.400,560.330,1416.410,568.470,8945.660,80387,116078,114610,1468,140432190,16591,9576,7015,0
3920,India,20,Jharkhand,336,Lohardaga,2020-21,91371,82485,3505,50695,28285,45725,82744,45728,82747,89182,37089,55653,2281,197,11769,515576,1673,71513,23647,963995,0,708685,1551084,0,0,3020.250,773.930,3022.740,1042.870,15730.190,149080,117217,115720,1497,297571863,16539,9549,6990,0
3921,India,20,Jharkhand,337,Pakur,2011-12,166434,166429,5682,94970,65777,72679,125212,72679,125212,70856,72534,124864,4363,104,23269,1037761,2511,117302,46754,2257726,1868,946679,3412789,123,3207,4083.910,1839.500,4083.910,1839.500,23096.940,25703,7685,2954,4731,22177397,113009,52916,60093,377561147
3922,India,20,Jharkhand,337,Pakur,2012-13,166563,166512,5683,94994,65835,59459,100075,59460,100076,47955,59151,99321,3156,80,18872,756316,1853,69990,38426,1510361,1484,593449,2336667,57,2086,2847.180,2094.840,2847.180,2094.840,17219.880,26674,6978,2769,4209,16043557,93014,41051,51963,221730620
3923,India,20,Jharkhand,337,Pakur,2013-14,158079,158020,5435,91428,61157,43265,68599,43265,68599,30665,41822,66235,1590,36,13179,471362,1397,52623,27246,926403,1081,382367,1450388,45,970,1990.410,900.230,1991.270,900.230,14916.030,22807,6621,2752,3869,6595002,87937,45625,42312,146716611
3924,India,20,Jharkhand,337,Pakur,2014-15,146289,146187,5142,81465,59580,43194,66740,43195,66740,32908,39563,60860,2427,23,12705,522346,1188,47094,25670,998049,978,396509,1567489,61,1641,2235.320,954.240,2287.280,954.960,15141.960,52231,7514,3355,4159,6404698,86783,46807,39976,169276007
3925,India,20,Jharkhand,337,Pakur,2015-16,146032,145774,5138,80752,59884,44834,67320,44835,67314,51838,40385,60217,8270,32,13456,726901,1426,78012,25503,1694421,1072,678301,2499334,214,6088,3489.420,1564.700,3714.590,1565.760,18291.220,94843,102772,89195,13577,274523286,31528,19967,11561,50716210
3926,India,20,Jharkhand,337,Pakur,2016-17,159954,155443,5307,81494,68642,73976,115111,73962,115082,69665,60632,90512,1232,58,24344,1046405,2097,84941,34191,1398258,1188,685993,2529604,43,649,4291.880,1774.790,4608.510,1786.290,22186.990,156292,113885,103673,10212,295000000,22792,14143,8649,58664
3927,India,20,Jharkhand,337,Pakur,2017-18,163470,155648,5187,78318,72143,70065,102237,70053,102188,106731,40327,51145,929,37,21313,845570,1340,50408,17674,586371,843,424359,1482349,27,358,2559.370,1141.750,2604.010,1144.660,18990.350,212008,130866,120597,10269,232161580,22424,14028,8396,5376
3928,India,20,Jharkhand,337,Pakur,2018-19,175447,163304,5280,80684,77340,59187,82972,59106,82830,156858,38384,48154,514,35,20099,791829,1187,43671,17098,656550,707,457543,1492050,19,202,2489.670,1319.520,2513.470,1331.480,16086.700,246616,146698,136347,10351,246041339,22184,13947,8237,2688
3929,India,20,Jharkhand,337,Pakur,2019-20,187670,175214,5419,83750,86045,38313,50862,38232,50757,131534,32124,41360,137,75,17068,752278,786,34098,14270,626942,0,513114,1413318,0,0,2399.830,755.790,2411.800,759.660,13172.280,220849,191663,181256,10407,237282269,21590,13681,7909,0
3930,India,20,Jharkhand,337,Pakur,2020-21,229374,199793,5673,90219,103901,88882,113903,88788,113776,241073,72567,88288,2931,153,44784,2206305,1593,75815,26190,1120471,0,1278928,3402591,0,0,6591.800,2147.030,6626.610,2578.720,26615.540,365273,194482,184048,10434,648918058,21596,13688,7908,0
3931,India,20,Jharkhand,338,Palamu,2011-12,226587,226201,80137,27678,118386,73228,102805,73227,102800,44524,73105,102606,878,10,36945,1100601,26064,776903,10096,278829,718,697774,2156333,333,99,2580.430,639.170,2587.890,647.670,233284.730,34989,596,437,159,626280,165279,149887,15392,256973807
3932,India,20,Jharkhand,338,Palamu,2012-13,226182,225543,79712,27705,118126,59914,84907,59885,84875,42550,59536,84339,1969,177,29569,992632,21278,761014,8689,310641,576,676620,2064287,781,332,2508.400,1181.660,2516.900,1202.460,7785381.330,46051,12870,12636,234,7466980,152205,134741,17464,221788684
3933,India,20,Jharkhand,338,Palamu,2013-14,198041,196081,69931,24456,101694,57488,79804,57469,79773,33178,50193,69042,1347,288,25245,821070,18406,594466,6542,200753,705,537870,1616289,439,162,1918.120,671.790,2215.910,683.010,9655998.090,45915,11977,11709,268,4318176,149534,134707,14827,164681186
3934,India,20,Jharkhand,338,Palamu,2014-15,193042,190947,67322,23553,100072,65064,89574,65053,89560,43278,57902,78422,1959,571,30511,1107528,20719,764578,6672,229695,718,683473,2101801,764,159,3121.200,576.830,3191.690,582.720,5323046.640,45216,13632,13283,349,7883246,151010,136461,14549,267836493
3935,India,20,Jharkhand,338,Palamu,2015-16,204595,199688,69062,24337,106289,65944,91359,65909,91280,53354,57456,77780,4469,388,30688,1361873,20040,881444,6728,280079,714,845522,2523396,1575,477,3967.490,1366.710,4020.870,1374.270,6457851.040,59815,184018,175212,8806,357953887,45595,41727,3868,29162006
3936,India,20,Jharkhand,338,Palamu,2016-17,260593,243786,78034,26496,139256,130283,187900,130238,187829,82814,106540,146860,1150,529,62433,2090047,33076,1111835,11031,364293,1131,1247708,3566175,392,142,5756.050,3415.870,5990.380,3437.340,51775756.740,198234,210599,209065,1534,441831997,28853,26192,2661,120150
3937,India,20,Jharkhand,338,Palamu,2017-18,277026,245725,76481,25871,143373,134740,193066,134586,192826,146886,102178,136555,3198,402,62759,2185049,29738,988040,9681,317383,3075,1275646,3490472,846,325,5794.950,3500.900,5918.410,3603.540,16250958.780,299059,246033,243743,2290,528808218,27165,24726,2439,2016
3938,India,20,Jharkhand,338,Palamu,2018-19,300972,266103,81703,27232,157168,108247,149482,108123,149296,169807,92584,123218,1556,410,55731,2031974,28009,1021112,8844,304438,4859,1281504,3357524,473,108,5632.900,2670.150,5711.760,2703.220,4495947.300,319827,285757,283030,2727,535194657,25226,23020,2206,4032
3939,India,20,Jharkhand,338,Palamu,2019-20,334805,300051,90304,29217,180530,115948,161340,115809,161099,235364,102747,138024,1639,560,59537,2323159,34001,1327711,9209,350207,0,1586661,4001077,0,0,6766.760,2029.500,6835.480,2041.380,1207439.000,390021,378568,374412,4156,624439860,21526,19702,1824,1026
3940,India,20,Jharkhand,338,Palamu,2020-21,461589,357914,99221,32138,226555,242543,341387,242405,341167,391853,188226,248668,4841,785,124403,5020725,49205,1997956,14618,551496,0,3026368,7570177,0,0,14457.470,2408.110,14569.270,3835.480,256718.940,713431,388410,384067,4343,1399480709,21514,19703,1811,0
3941,India,20,Jharkhand,339,Ranchi,2011-12,299576,298364,19316,152503,126545,96062,146658,96062,146656,59440,95511,145430,2472,161,32072,898744,5841,180403,57598,1899767,1947,1091376,2978914,159,1618,3573.520,2253.910,3577.100,2268.240,26464451.160,60269,54149,49254,4895,75958942,168378,143482,24896,247359793
3942,India,20,Jharkhand,339,Ranchi,2012-13,303713,301387,19482,154435,127470,92130,138473,92121,138462,62508,91519,137300,3830,166,28943,872677,5476,189992,57100,2109423,1758,1162002,3172092,277,2715,3858.610,2367.920,3867.520,2371.290,74208392.460,86745,55866,52301,3565,95520303,146638,128738,17900,225756047
3943,India,20,Jharkhand,339,Ranchi,2013-14,304068,300905,19430,154078,127397,65652,87724,65643,87707,42456,62608,83100,2118,100,20226,599543,3618,119507,38764,1267714,1351,708152,1986764,149,1457,2640.720,1521.270,2678.240,1529.780,60434497.470,79548,69178,65230,3948,78768301,154271,137810,16461,153449420
3944,India,20,Jharkhand,339,Ranchi,2014-15,305931,302972,19340,154918,128714,76996,105146,76953,105045,65363,71615,95330,6648,119,26399,1043268,3915,156368,41301,1713179,1381,1055655,2912815,415,3938,4415.860,2446.130,4459.080,2465.750,49727776.240,71053,78943,75014,3929,142879938,149799,135239,14560,240363578
3945,India,20,Jharkhand,339,Ranchi,2015-16,309280,304856,18886,155169,130801,86276,116873,86179,116713,90140,79091,104822,11144,131,32007,1578937,4499,223022,42585,2098817,1365,1444355,3900776,693,5896,6212.540,2874.740,6264.120,2919.920,24678036.130,87699,205515,197947,7568,565837086,76798,69203,7595,28053794
3946,India,20,Jharkhand,339,Ranchi,2016-17,332387,323080,19636,160990,142454,124482,184515,124464,184479,120422,108654,151398,2699,261,47055,1723009,6028,220267,55571,2019231,1901,1571333,3962507,208,1302,6600.650,3761.020,6684.170,3788.320,20719345.360,206703,236953,231980,4973,570709022,58790,53056,5734,100838
3947,India,20,Jharkhand,339,Ranchi,2017-18,326317,309786,18433,151757,139596,127841,199749,127827,199698,203404,101537,140985,5821,310,49944,2151793,5301,213711,46292,1835515,1822,1741055,4201019,342,2408,7041.880,3822.400,7111.060,3939.880,13531151.580,228194,257919,252784,5135,663987227,57382,52259,5123,12600
3948,India,20,Jharkhand,339,Ranchi,2018-19,336910,318219,18880,154589,144750,88033,128769,88021,128741,127645,73440,97638,1912,252,36982,1555536,3823,152458,32635,1286588,1282,1290148,2994582,128,782,5080.760,3137.910,5115.330,3263.290,8404059.480,196742,281082,275881,5201,491536377,55406,50562,4844,44016
3949,India,20,Jharkhand,339,Ranchi,2019-20,350828,331716,19719,158324,153673,89646,134493,89636,134471,166499,72759,96399,2421,257,37028,1655241,4139,171274,31592,1331658,0,1327408,3158173,0,0,5377.750,3231.450,5401.890,3414.540,3911794.550,253196,345679,339760,5919,521900937,51749,47410,4339,2223
3950,India,20,Jharkhand,339,Ranchi,2020-21,406849,357980,20900,165591,171489,160270,248181,160253,248161,313762,128275,171221,8196,394,68570,2919526,6812,290619,52893,2206051,0,2382182,5416196,0,0,10461.240,4701.060,10512.660,5703.620,568785.120,455097,349903,343800,6103,1024629853,51652,47343,4309,11364
3951,India,20,Jharkhand,340,Sahebganj,2011-12,144962,144958,10137,60231,74590,81846,108205,81846,108205,83133,81688,107953,2040,26,40471,1689968,5428,228012,35789,1749032,564,884750,3667012,117,1153,4400.190,2143.410,4400.190,2143.450,21765.030,29451,17757,16021,1736,40901688,120644,112559,8085,385832756
3952,India,20,Jharkhand,340,Sahebganj,2012-13,144769,144769,10084,60304,74381,74365,97729,74365,97729,68060,73958,97078,3087,29,37593,1495578,4769,181947,31596,1364773,631,758584,3042298,129,1599,3711.500,1510.640,3711.500,1510.640,598668.470,30519,1150,772,378,758352,118541,110718,7823,321043402
3953,India,20,Jharkhand,340,Sahebganj,2013-14,132634,132547,8991,56476,67080,61925,81020,61922,81014,32223,59064,76667,1266,20,28751,837289,3970,124149,26343,947806,515,502185,1909244,66,870,2563.220,857.750,2574.390,857.790,312550.520,31512,613,493,120,79902,98937,93081,5856,178814843
3954,India,20,Jharkhand,340,Sahebganj,2014-15,118468,118426,8190,48293,61943,61706,81147,61706,81147,37271,58048,75271,2333,26,27160,912969,3836,145475,27052,1047758,564,571318,2106202,189,1398,3072.040,814.140,3178.420,815.310,131549.160,44813,792,686,106,68256,101137,95557,5580,224922452
3955,India,20,Jharkhand,340,Sahebganj,2015-16,124284,123714,8322,51839,63553,64260,83746,64163,83609,62307,59732,76402,10689,24,28427,1341979,3735,189183,27570,1909723,537,1022713,3440885,523,7452,4250.660,1364.750,5147.110,1398.730,113783.380,97980,102864,101102,1762,421525881,21288,20058,1230,26770134
3956,India,20,Jharkhand,340,Sahebganj,2016-17,146967,142716,8828,56928,76960,86761,114485,86746,114461,51581,74662,95474,450,99,38244,1140348,4422,144577,31996,1185281,739,749835,2470206,37,251,3666.010,1992.580,4490.460,2013.100,381912.380,152556,121879,120403,1476,323648189,13300,12443,857,197717
3957,India,20,Jharkhand,340,Sahebganj,2017-18,162648,149822,8467,53474,87881,69009,86982,68958,86908,109235,49266,58828,955,683,30496,1096544,2409,83652,16361,544728,1811,573542,1724924,70,298,3042.160,2283.080,3084.080,2297.510,138246.340,219882,137930,136372,1558,280658911,13056,12225,831,2016
3958,India,20,Jharkhand,340,Sahebganj,2018-19,176418,161049,8779,55925,96345,48050,57089,47967,56984,127878,40078,45512,632,705,25198,1016308,1859,68470,13021,484420,2836,567906,1569198,41,226,2673.330,1603.990,2694.640,1610.160,14196.910,239690,154872,153283,1589,260456614,12905,12103,802,1008
3959,India,20,Jharkhand,340,Sahebganj,2019-20,194896,181644,9224,60913,111507,49020,57657,48907,57516,122062,41476,46958,314,605,27775,1141010,1663,62747,12038,467700,0,658861,1671457,0,0,2828.620,896.690,2845.130,901.260,12694.660,228478,220873,219035,1838,279450028,12573,11803,770,0
3960,India,20,Jharkhand,340,Sahebganj,2020-21,306033,235777,10312,72448,153017,136258,161166,136206,161095,157123,103403,117592,3606,541,72329,2986377,3421,143833,27653,1152452,0,1842549,4282662,0,0,8192.670,2756.100,8243.870,3402.250,33231.990,399899,225151,223292,1859,806954845,12538,11772,766,0
3961,India,20,Jharkhand,341,Saraikela Kharsawan,2011-12,144501,144484,8686,66838,68960,61480,94905,61480,94905,42352,61253,94420,1595,36,29581,1109083,3266,116910,28406,966321,755,922807,2192314,102,687,2628.140,1322.510,2628.150,1322.510,48510.090,54640,38322,33918,4404,63173914,100911,84527,16384,188165658
